20120905,08:49:45.459,STELLAR.Console.exe,Main,Information,"datadir"
20120905,08:50:36.790,STELLAR.Console.exe,Main,Information,"datadir /dir:'c:\users\cbinding\desktop\mromanello-skosifaurus-783fbe1"
20120905,08:51:20.970,STELLAR.Console.exe,Main,Information,"csv2stg"
20120905,08:51:44.940,STELLAR.Console.exe,Main,Information,"csv2stg /csv:'thesaurus.csv' /stg:'SKOS_CONCEPTS.stg'"
20120905,08:52:09.064,STELLAR.Console.exe,Main,Information,"csv2stg /csv:'thesaurus.csv' /stg:'SKOS_CONCEPTS.stg'"
20120905,08:53:06.622,STELLAR.Console.exe,Main,Information,"csv2stg /csv:'thesaurus.csv' /stg:'SKOS_CONCEPTS.stg'"
20120905,08:54:13.944,STELLAR.Console.exe,Main,Information,"datadir /dir:'c:\users\cbinding\desktop\mromanello-skosifaurus-783fbe1"
20120905,08:56:05.198,STELLAR.Console.exe,Main,Information,"csv2stg /csv:"
20120905,08:56:28.873,STELLAR.Console.exe,Main,Information,"csv2stg /csv:'thesaurus.csv' /stg:'SKOS_CONCEPTS.stg'"
20120905,08:57:26.696,STELLAR.Console.exe,Main,Information,"csv2stg"
20120905,08:58:49.784,STELLAR.Console.exe,Main,Information,"csv2stg /csv:'thesaurus.csv' /stg:'SKOS_CONCEPTS.stg' /opt:'options.csv'"
20120905,13:18:17.622,STELLAR.Console.exe,Main,Information,"datadir /dir:'c:\users\cbinding\Desktop'"
20120905,13:18:20.929,STELLAR.Console.exe,Main,Information,"rdfmerge"
20120905,13:18:42.020,STELLAR.Console.exe,Main,Information,"rdfmerge /rdf:'tmp1.rdf' /out'tmp2.rdf'"
20120905,13:40:37.772,STELLAR.Console.exe,Main,Information,"datadir /dir:'c:\users\cbinding\desktop'"
20120905,13:40:41.688,STELLAR.Console.exe,Main,Information,"rdfmerge"
20120905,13:41:03.854,STELLAR.Console.exe,Main,Information,"rdfmerge /rdf:'tmp3.rdf' /out:'tmp4.rdf'"
