mainid	name	city	country	publication	functions	adafter	adbefore	ahafter	ahbefore
EA.CA.3805	Bab Zuwaila	Cairo	Egypt		gateway	1092	1092	485	485
EA.CA.3806	Bab al-Nasr	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.3807	Mashhad at Aswan	Aswan	Egypt	MAE.1952.1.pl.78a	mashhad	1077	1139	469	534
EA.CA.3808	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3809	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3810	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3811	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3812	Mashhad at Aswan	Aswan	Egypt	MAE.1952.1.pl.78b	mashhad	1077	1139	469	534
EA.CA.3813	Mashhad at Aswan	Aswan	Egypt	MAE.1952.1.pl.78c	mashhad	1077	1139	469	534
EA.CA.3814	Mashhad at Aswan	Aswan	Egypt	MAE.1952.1.pl.78d	mashhad	1077	1139	469	534
EA.CA.3815	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3816	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3817	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3818	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3819	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3820	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3821	Mashhad at Aswan	Aswan	Egypt		mashhad	1077	1139	469	534
EA.CA.3822	Mashhad at Aswan	Aswan	Egypt	MAE.1952.1.pl.78f	mashhad	1077	1139	469	534
EA.CA.3823	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mashhad	1107	1108	501	501
EA.CA.3824	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3825	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3826	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3827	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3828	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3829	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3830	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt	MAE.1952.1.pl.79c	mosque	1107	1108	501	501
EA.CA.3831	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3832	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt	MAE.1952.1.pl.79f	mosque	1107	1108	501	501
EA.CA.3833	Khadra` Sharifa (Masjid al-Sharifa)	Cairo (Fustat)	Egypt		mosque	1107	1108	501	501
EA.CA.3834	Ancient Mausoleum opposite Khanqah of Baibars al-Jashankir	Cairo	Egypt	MAE.1952.1.pl.111a	mausoleum	1000	0	391	0
EA.CA.3835	Mausoleum of Muhammad al-Ja`fari	Cairo	Egypt		mausoleum	1122	1122	516	516
EA.CA.3836	Mausoleum of Muhammad al-Ja`fari	Cairo	Egypt		mausoleum	1122	1122	516	516
EA.CA.3837	Mausoleum of Muhammad al-Ja`fari	Cairo	Egypt		mausoleum	1122	1122	516	516
EA.CA.3838	Mausoleum of Muhammad al-Ja`fari	Cairo	Egypt		mausoleum	1122	1122	516	516
EA.CA.3839	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3840	Mausoleum of Sayyida `Atika	Cairo	Egypt	MAE.1952.1.pl.81c	mausoleum	1100	1120	494	514
EA.CA.3841	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3842	Mausoleum of Sayyida `Atika	Cairo	Egypt	MAE.1952.1.pl.80a	mausoleum	1100	1120	494	514
EA.CA.3843	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3844	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3845	Mausoleum of Sayyida `Atika	Cairo	Egypt	MAE.1952.1.pl.81a	mausoleum	1100	1120	494	514
EA.CA.3846	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3847	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3848	Mausoleum of Sayyida `Atika	Cairo	Egypt	MAE.1952.1.pl.111d	mausoleum	1100	1120	494	514
EA.CA.3849	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3850	Mausoleum of Sayyida `Atika	Cairo	Egypt		mausoleum	1100	1120	494	514
EA.CA.3851	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3852	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3853	Mausoleum of Shaikh Yunus	Cairo	Egypt	MAE.1952.1.pl.112b	mausoleum	1094	1094	487	487
EA.CA.3854	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3855	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3856	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3857	Mausoleum of Shaikh Yunus	Cairo	Egypt	MAE.1952.1.pl.117c	mausoleum	1094	1094	487	487
EA.CA.3858	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3859	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3860	Mausoleum of Shaikh Yunus	Cairo	Egypt		mausoleum	1094	1094	487	487
EA.CA.3861	Mausoleum of Shaikh Yunus	Cairo	Egypt	MAE.1952.1.pl.112a	mausoleum	1094	1094	487	487
EA.CA.3862	Mausoleum of Ikhwat Yusuf	Cairo	Egypt		mausoleum	1125	1150	519	545
EA.CA.3863	Mausoleum of Ikhwat Yusuf	Cairo	Egypt	MAE.1952.1.pl.81b	mausoleum	1125	1150	519	545
EA.CA.3864	Mausoleum of Ikhwat Yusuf	Cairo	Egypt	MAE.1952.1.pl.112d	mausoleum	1125	1150	519	545
EA.CA.3865	Mausoleum of Ikhwat Yusuf	Cairo	Egypt		mausoleum	1125	1150	519	545
EA.CA.3866	Mausoleum of Ikhwat Yusuf	Cairo	Egypt	MAE.1952.1.pl.112c	mausoleum	1125	1150	519	545
EA.CA.3867	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3868	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3869	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt	MAE.1952.1.pl.85c	mausoleum	1120	1130	514	525
EA.CA.3870	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3871	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt	MAE.1952.1.pl.85b	mausoleum	1120	1130	514	525
EA.CA.3872	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3873	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt	MAE.1952.1.pl.112f	mausoleum	1120	1130	514	525
EA.CA.3874	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt	MAE.1952.1.pl.85e	mausoleum	1120	1130	514	525
EA.CA.3875	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3876	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3877	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3878	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3879	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3880	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt		mausoleum	1120	1130	514	525
EA.CA.3881	Mausoleum adjacent to Great Mosque of Qus	Qus	Egypt	MAE.1952.1.pl.112e	mausoleum	1120	1130	514	525
EA.CA.3882	Mashhad of Umm Kulthum	Cairo	Egypt	MAE.1952.1.pl.118b	mashhad	1122	1122	516	516
EA.CA.3883	Mashhad of Umm Kulthum	Cairo	Egypt	MAE.1952.1.pl.82b	mashhad	1122	1122	516	516
EA.CA.3884	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3885	Mosque of al-Aqmar	Cairo	Egypt	MAE.1952.1.pl.83c	mosque	1125	1125	519	519
EA.CA.3886	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3887	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3888	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3889	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3890	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3891	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3892	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3893	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3894	Mosque of al-Aqmar	Cairo	Egypt		mosque	1125	1125	519	519
EA.CA.3895	Mosque of al-Aqmar	Cairo	Egypt	MAE.1952.1.pl.84a	mosque	1125	1125	519	519
EA.CA.3896	Mosque of al-Aqmar	Cairo	Egypt	MAE.1952.1.pl.84f	mosque	1125	1125	519	519
EA.CA.3897	Mosque of al-Aqmar	Cairo	Egypt	MAE.1952.1.pl.84g	mosque	1125	1125	519	519
EA.CA.3898	Mosque of al-Aqmar	Cairo	Egypt	MAE.1952.1.pl.84h	mosque	1125	1125	519	519
EA.CA.3899	Mosque of al-Aqmar	Cairo	Egypt		mosque, architectural fragment	1125	1125	519	519
EA.CA.3900	Mashhad of Sayyida Ruqayya	Cairo	Egypt		mashhad	1133	1133	527	527
EA.CA.3901	Mashhad of Sayyida Ruqayya	Cairo	Egypt		mashhad	1133	1133	527	527
EA.CA.3902	Mashhad of Sayyida Ruqayya	Cairo	Egypt		mashhad	1133	1133	527	527
EA.CA.3903	Mashhad of Sayyida Ruqayya	Cairo	Egypt	MAE.1952.1.pl.119a	mashhad	1133	1133	527	527
EA.CA.3904	Mashhad of Sayyida Ruqayya	Cairo	Egypt	MAE.1952.1.pl.119b	mashhad	1133	1133	527	527
EA.CA.3905	Mashhad of Sayyida Ruqayya	Cairo	Egypt	MAE.1952.1.pl.119d	mashhad	1133	1133	527	527
EA.CA.3906	Mashhad of Sayyida Ruqayya	Cairo	Egypt	MAE.1952.1.pl.119c	mashhad	1133	1133	527	527
EA.CA.3907	Mashhad of Sayyida Ruqayya	Cairo	Egypt	MAE.1952.1.pl.120a	mashhad	1133	1133	527	527
EA.CA.3908	Mashhad of Sayyida Ruqayya	Cairo	Egypt		mashhad	1133	1133	527	527
EA.CA.3909	Mashhad of Sayyida Ruqayya	Cairo	Egypt		mashhad	1133	1133	527	527
EA.CA.3910	Mashhad of Sayyida Ruqayya	Cairo	Egypt	MAE.1952.1.pl.87a	mashhad	1133	1133	527	527
EA.CA.3911	Mashhad of Sayyida Ruqayya	Cairo	Egypt		mashhad	1133	1133	527	527
EA.CA.3912	Mausoleum of Sayyida Nafisa (MIA, Cairo)	Cairo	Egypt		mausoleum, architectural fragment	1138	1138	532	532
EA.CA.3913	Mausoleum of Sayyida Nafisa (MIA, Cairo)	Cairo	Egypt		mausoleum, architectural fragment	1138	1138	532	532
EA.CA.3914	Mausoleum of Sayyida Nafisa (MIA, Cairo)	Cairo	Egypt		mausoleum, architectural fragment	1138	1138	552	552
EA.CA.3915	Mausoleum and Sabil of Sultan Qansuh al-Ghuri	Cairo	Egypt		mausoleum	1503	1504	909	910
EA.CA.3916	Mausoleum and Sabil of Sultan Qansuh al-Ghuri	Cairo	Egypt		mausoleum	1503	1504	909	910
EA.CA.3917	Mausoleum and Sabil of Sultan Qansuh al-Ghuri	Cairo	Egypt		mausoleum	1503	1504	909	910
EA.CA.3918	Mausoleum and Sabil of Sultan Qansuh al-Ghuri	Cairo	Egypt		mausoleum	1503	1504	909	910
EA.CA.3919	Mausoleum and Sabil of Sultan Qansuh al-Ghuri	Cairo	Egypt		mausoleum	1503	1504	909	910
EA.CA.3920	Mausoleum of Amir Tarabay al-Sharafi	Cairo	Egypt		mausoleum, sabil-kuttab, gateway	1503	1504	909	909
EA.CA.3921	Mausoleum of Amir Tarabay al-Sharafi	Cairo	Egypt		mausoleum, sabil-kuttab, gateway	1503	1504	909	909
EA.CA.3922	Mausoleum of Amir Tarabay al-Sharafi	Cairo	Egypt		mausoleum, sabil-kuttab, gateway	1503	1504	909	909
EA.CA.3923	Mausoleum of Amir Tarabay al-Sharafi	Cairo	Egypt		mausoleum, sabil-kuttab, gateway	1503	1504	909	909
EA.CA.3924	Mausoleum of Amir Tarabay al-Sharafi	Cairo	Egypt		mausoleum, sabil-kuttab, gateway	1503	1504	909	909
EA.CA.3925	Mausoleum of Azrumuk	Cairo	Egypt		mausoleum	1504	1505	909	910
EA.CA.3926	Mausoleum of Azrumuk	Cairo	Egypt		mausoleum	1504	1505	909	910
EA.CA.3927	Mausoleum of Azrumuk	Cairo	Egypt		mausoleum	1504	1505	909	910
EA.CA.3928	Mausoleum of Amir Sudun (Amir Majlis)	Cairo	Egypt		mausoleum	1504	1505	910	910
EA.CA.3929	Mausoleum of Imam al-Laith	Cairo	Egypt		mausoleum	1505	1505	911	911
EA.CA.3930	Mausoleum of Imam al-Laith	Cairo	Egypt		mausoleum	1505	1505	911	911
EA.CA.3931	Mausoleum of Imam al-Laith	Cairo	Egypt		mausoleum	1505	1505	911	911
EA.CA.3932	Mausoleum of Imam al-Laith	Cairo	Egypt		mausoleum	1505	1505	911	911
EA.CA.3933	Madrasa of Qanibay Qara (al-Rammah)	Cairo	Egypt		madrasa	1503	1515	900	921
EA.CA.3934	Madrasa of Qanibay Qara (al-Rammah)	Cairo	Egypt		madrasa	1503	1515	900	921
EA.CA.3935	Madrasa of Qanibay Qara (al-Rammah)	Cairo	Egypt		madrasa	1503	1515	900	921
EA.CA.3936	Madrasa of Qanibay Qara (al-Rammah)	Cairo	Egypt		madrasa	1503	1515	900	921
EA.CA.3937	Mosque of Qanibay al-Rammah	Cairo	Egypt		mosque	1506	1506	911	911
EA.CA.3938	Mosque of Qanibay al-Rammah	Cairo	Egypt		mosque	1506	1506	911	911
EA.CA.3939	Qubba Asfur	Cairo	Egypt		mausoleum	1506	1506	912	912
EA.CA.3940	Qubba Asfur	Cairo	Egypt		mausoleum	1506	1506	912	912
EA.CA.3941	Qubba Asfur	Cairo	Egypt		mausoleum	1506	1506	912	912
EA.CA.3942	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3943	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3944	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3945	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3946	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3947	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3948	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3949	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3950	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3951	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3952	Wikala of Sultan Qaytbay at al-Azhar	Cairo	Egypt		sabil-kuttab, wikala	1477	1477	882	882
EA.CA.3953	Wikala of Sultan Qaytbay at al-Azhar	Cairo	Egypt		sabil-kuttab, wikala	1477	1477	882	882
EA.CA.3954	Bab Zuwaila	Cairo	Egypt		gateway	1092	1092	485	485
EA.CA.3955	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.3956	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.3957	Khanqah and Mausoleum of Sultan Baibars al-Jashankir	Cairo	Egypt		khanqah, mausoleum	1306	1310	706	709
EA.CA.3958	Mosque of Abu Bakr Muzhir	Cairo	Egypt		mosque	1479	1480	884	884
EA.CA.3959	Mosque of Abu Bakr Muzhir	Cairo	Egypt		mosque	1479	1480	884	884
EA.CA.3960	Mosque of Abu Bakr Muzhir	Cairo	Egypt		mosque	1479	1480	884	884
EA.CA.3961	Endowment House of Sultan Qaytbay at Qal`a al-Kabsh	Cairo	Egypt		house	1468	1496	872	891
EA.CA.3962	Mausoleum of Amir Sudun (Amir Majlis)	Cairo	Egypt		mausoleum	1504	1505	910	910
EA.CA.3963	Madrasa and Mausoleum of Amir Qurqumas (Amir Kabir)	Cairo (Northern Cemetery)	Egypt		madrasa, mausoleum, mosque, rab&apos;, sabil-kuttab	1506	1507	911	913
EA.CA.3964	Zawiya and Sabil of Sultan Faraj ibn Barquq (al-Daisha)	Cairo	Egypt		sabil, zawiya	1408	1408	811	811
EA.CA.3965	Zawiya and Sabil of Sultan Faraj ibn Barquq (al-Daisha)	Cairo	Egypt		sabil, zawiya	1408	1408	811	811
EA.CA.3966	Zawiya and Sabil of Sultan Faraj ibn Barquq (al-Daisha)	Cairo	Egypt		sabil, zawiya	1408	1408	811	811
EA.CA.3967	Zawiya and Sabil of Sultan Faraj ibn Barquq (al-Daisha)	Cairo	Egypt		sabil, zawiya	1408	1408	811	811
EA.CA.3968	Zawiya and Sabil of Sultan Faraj ibn Barquq (al-Daisha)	Cairo	Egypt		sabil, zawiya	1408	1408	811	811
EA.CA.3985	Unidentified portal	Damietta ?	Egypt		gateway	1350	0	751	0
EA.CA.3986	Unidentified mosque	Damietta ?	Egypt		mosque	1350	0	751	0
EA.CA.3987	Unidentified mosque	Damietta ?	Egypt		mosque	1350	0	751	0
EA.CA.3988	Unidentified mosque	Damietta ?	Egypt		mosque	1350	0	751	0
EA.CA.3990	Unidentified mosque	Damietta ?	Egypt		mosque	1350	0	751	0
EA.CA.3991	Unidentified mosque	Damietta ?	Egypt		mosque	1350	0	751	0
EA.CA.3996	Mausoleum of Sayyida Nafisa (MIA, Cairo)	Cairo	Egypt		mausoleum	1138	1138	532	532
EA.CA.3997	Mausoleum of Muhammad al-Hasawati	Cairo	Egypt		mausoleum	1150	1150	545	545
EA.CA.3998	Mausoleum of Muhammad al-Hasawati	Cairo	Egypt	MAE.1952.1.pls 88b and 120b	mausoleum	1150	1150	545	545
EA.CA.3999	Mausoleum of Muhammad al-Hasawati	Cairo	Egypt		mausoleum	1150	1150	545	545
EA.CA.4000	Qa`a al-Dardir	Cairo	Egypt	MAE.1952.1.pl.93a	qa`a	1150	1150	545	545
EA.CA.4001	Qa`a al-Dardir	Cairo	Egypt		qa`a	1150	1150	545	545
EA.CA.4002	Qa`a al-Dardir	Cairo	Egypt	MAE.1952.1.pl.93b	qa`a	1150	1150	545	545
EA.CA.4003	Qa`a al-Dardir	Cairo	Egypt	MAE.1952.1.pl.94a	qa`a	1150	1150	545	545
EA.CA.4004	Qa`a al-Dardir	Cairo	Egypt	MAE.1952.1.pl.94b	qa`a	1150	1150	545	545
EA.CA.4005	Mosque of al-Fakahani (al-Zafir ibn Nasrallah)	Cairo	Egypt	MAE.1952.1.pl.92d	mosque	1148	1148	543	543
EA.CA.4006	Mosque of al-Fakahani (al-Zafir ibn Nasrallah)	Cairo	Egypt	MAE.1952.1.pl.92e	mosque	1148	1148	543	543
EA.CA.4007	Mihrab from next to Mashhad of Yahya al-Shabih (MIA, Cairo)	Cairo	Egypt	MAE.1952.1.pl.114c	mihrab	950	1100	339	394
EA.CA.4008	Mihrab from next to Mausoleum of Yahya al-Shabih	Cairo	Egypt		mihrab	950	1100	339	394
EA.CA.4009	Mashhad of Yahya al-Shabihi	Cairo	Egypt	MAE.1952.1.pl.114b	mausoleum	1150	1150	545	545
EA.CA.4010	Mashhad of Yahya al-Shabihi	Cairo	Egypt	MAE.1952.1.pl.121c	mausoleum	1150	1150	545	545
EA.CA.4011	Mashhad of Yahya al-Shabihi	Cairo	Egypt	MAE.1952.1.pl.121b	mausoleum	1150	1150	545	545
EA.CA.4012	Mashhad of Yahya al-Shabihi	Cairo	Egypt	MAE.1952.1.pl.95c	mausoleum	1150	1150	545	545
EA.CA.4013	Mashhad of Yahya al-Shabihi	Cairo	Egypt		mausoleum	1150	1150	545	545
EA.CA.4014	Mashhad of Yahya al-Shabihi	Cairo	Egypt		mausoleum	1150	1150	545	545
EA.CA.4015	Mashhad of Yahya al-Shabihi	Cairo	Egypt	MAE.1952.1.pl.114a	mausoleum	1150	1150	545	545
EA.CA.4016	Mashhad of Yahya al-Shabihi	Cairo	Egypt	MAE.1952.1.pl.95b	mausoleum	1150	1150	545	545
EA.CA.4017	Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, mosque	1154	1155	549	549
EA.CA.4018	Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt	MAE.1952.1.pl.96d	gateway, mosque	1154	1155	549	549
EA.CA.4019	Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, mosque	1154	1155	549	549
EA.CA.4020	Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, mosque	1154	1155	549	549
EA.CA.4021	Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, mosque	1154	1155	549	549
EA.CA.4022	Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, mosque	1154	1155	549	549
EA.CA.4023	Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, mosque	1154	1155	549	549
EA.CA.4024	Minaret above Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, minaret, mosque	1236	1236	634	634
EA.CA.4025	Minaret above Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, minaret, mosque	1236	1236	634	634
EA.CA.4026	Minaret above Bab al-Akhdar (Mosque of Sayyidna al-Husain)	Cairo	Egypt		gateway, minaret, mosque	1236	1236	634	634
EA.CA.4027	Mausoleum and Minaret of Abu&apos;l Ghadanfar al-Fa&apos;izi	Cairo	Egypt		mausoleum, minaret	1157	1200	552	597
EA.CA.4028	Mausoleum and Minaret of Abu&apos;l-Ghadanfar al-Fa&apos;izi	Cairo	Egypt		mausoleum, minaret	1157	1200	552	597
EA.CA.4029	Mausoleum and Minaret of Abu&apos;l Ghadanfar al-Fa&apos;izi	Cairo	Egypt	MAE.1952.1.pl.123d	mausoleum, minaret	1157	1200	552	597
EA.CA.4030	Mausoleum and Minaret of Abu&apos;l Ghadanfar al-Fa&apos;izi	Cairo	Egypt	MAE.1952.1.pl.96b	mausoleum, minaret	1157	1200	552	597
EA.CA.4031	Mausoleum of Abu&apos;l Ghadanfar al-Fa&apos;izi	Cairo	Egypt		mausoleum, minaret	1300	0	600	0
EA.CA.4032	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.97a	mosque	1160	1160	555	555
EA.CA.4033	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.101a	mosque	1160	1160	555	555
EA.CA.4034	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.100b	mosque	1160	1160	555	555
EA.CA.4035	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4036	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4037	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4038	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.101c	mosque	1160	1160	555	555
EA.CA.4039	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4040	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4041	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4042	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4043	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.99a	mosque	1160	1160	555	555
EA.CA.4044	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.99a	mosque	1160	1160	555	555
EA.CA.4045	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.4046	Mosque of al-Salih Tala&apos;i` (MIA, Cairo)	Cairo	Egypt		architectural fragment, mosque	1160	1160	555	555
EA.CA.4047	Mosque of al-Salih Tala&apos;i` (MIA, Cairo)	Cairo	Egypt		architectural fragment, mosque	1160	1160	555	555
EA.CA.4048	Mosque of al-Salih Tala&apos;i` (MIA, Cairo)	Cairo	Egypt	MAE.1952.1.pl.102a	architectural fragment, mosque	1160	1160	555	555
EA.CA.4049	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.100c	architectural fragment, mosque	1160	1160	555	555
EA.CA.4050	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.100d	architectural fragment, mosque	1160	1160	555	555
EA.CA.4051	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
