mainid	name	city	country	publication	functions	adafter	adbefore	ahafter	ahbefore
EA.CA.1	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.14b	shrine	691	692	72	72
EA.CA.2	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.11c	shrine	691	692	72	72
EA.CA.3	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.20b	shrine	691	692	72	72
EA.CA.4	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.21b	shrine	691	692	72	72
EA.CA.5	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.21c	shrine	691	692	72	72
EA.CA.6	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.15c	shrine	691	692	72	72
EA.CA.7	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.15b	shrine	691	692	72	72
EA.CA.8	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.17b	shrine	691	692	72	72
EA.CA.9	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.17c	shrine	691	692	72	72
EA.CA.10	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.18b	shrine	691	692	72	72
EA.CA.11	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.18c	shrine	691	692	72	72
EA.CA.12	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.20c	shrine	691	692	72	72
EA.CA.13	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.14c	shrine	691	692	72	72
EA.CA.14	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.26e	shrine	691	692	72	72
EA.CA.15	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.23f	shrine	691	692	72	72
EA.CA.16	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.23e	shrine	691	692	72	72
EA.CA.17	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.23d	shrine	691	692	72	72
EA.CA.18	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.23c	shrine	691	692	72	72
EA.CA.19	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.23b	shrine	691	692	72	72
EA.CA.20	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.23a	shrine	691	692	72	72
EA.CA.21	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.24d	shrine	691	692	72	72
EA.CA.22	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.24c	shrine	691	692	72	72
EA.CA.23	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.24b	shrine	691	692	72	72
EA.CA.24	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.24e	shrine	691	692	72	72
EA.CA.25	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.24f	shrine	691	692	72	72
EA.CA.26	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.25a	shrine	691	692	72	72
EA.CA.27	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.25b	shrine	691	692	72	72
EA.CA.28	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.24a	shrine	691	692	72	72
EA.CA.29	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.26f	shrine	691	692	72	72
EA.CA.30	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.25d	shrine	691	692	72	72
EA.CA.31	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.25c	shrine	691	692	72	72
EA.CA.32	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.26d	shrine	691	692	72	72
EA.CA.33	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.26c	shrine	691	692	72	72
EA.CA.34	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.26b	shrine	691	692	72	72
EA.CA.35	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.26a	shrine	691	692	72	72
EA.CA.36	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.25e	shrine	691	692	72	72
EA.CA.37	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.25f	shrine	691	692	72	72
EA.CA.38	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.27b	shrine	691	692	72	72
EA.CA.39	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.27a	shrine	691	692	72	72
EA.CA.40	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.27c	shrine	691	692	72	72
EA.CA.41	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.29a	shrine	691	692	72	72
EA.CA.42	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.29b	shrine	691	692	72	72
EA.CA.43	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.29c	shrine	691	692	72	72
EA.CA.44	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.29b	shrine	691	692	72	72
EA.CA.45	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.29d	shrine	691	692	72	72
EA.CA.46	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.29e	shrine	691	692	72	72
EA.CA.47	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.28a	shrine	691	692	72	72
EA.CA.49	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.28d	shrine	691	692	72	72
EA.CA.50	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.28c	shrine	691	692	72	72
EA.CA.51	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.27d	shrine	691	692	72	72
EA.CA.52	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.31a	shrine	691	692	72	72
EA.CA.53	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.54	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.33b	shrine	691	692	72	72
EA.CA.55	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.37a	shrine	691	692	72	72
EA.CA.56	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.37b	shrine	691	692	72	72
EA.CA.57	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.7b	shrine	691	692	72	72
EA.CA.58	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.7a	shrine	691	692	72	72
EA.CA.59	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.8a	shrine	691	692	72	72
EA.CA.60	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.5a	shrine	691	692	72	72
EA.CA.61	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.2a	shrine	691	692	72	72
EA.CA.62	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.63	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.64	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.fig.192	shrine	691	692	72	72
EA.CA.65	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.66	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.67	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.68	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.69	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.70	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.71	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.72	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.73	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.74	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.75	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.76	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.77	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.fig.191	shrine	691	692	72	72
EA.CA.78	Qusair `Amra	Qusair `Amra	Jordan	EMA.1969.1.ii.pl.73b	bath-house	725	750	107	133
EA.CA.79	Qusair `Amra	Qusair `Amra	Jordan	EMA.1969.1.ii.pl.73a	bath-house	725	750	107	133
EA.CA.80	Qusair `Amra	Qusair `Amra	Jordan	EMA.1969.1.ii.pl.76a	bath-house	725	750	107	133
EA.CA.81	Qusair `Amra	Qusair `Amra	Jordan	EMA.1969.1.ii.pl.74a	bath-house	725	750	107	133
EA.CA.82	Qusair `Amra	Qusair `Amra	Jordan	EMA.1969.1.ii.pl.74a	bath-house	725	750	107	133
EA.CA.84	Qusair `Amra	Qusair `Amra	Jordan	EMA.1969.1.ii.pl.72c	bath-house	725	750	107	133
EA.CA.85	Qusair `Amra	Qusair `Amra	Jordan	EMA.1969.1.ii.pl.72a	bath-house	725	750	107	133
EA.CA.86	Qusair `Amra	Qusair `Amra	Jordan		bath-house	725	750	107	133
EA.CA.87	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.88	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.89	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.90	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.91	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.92	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.93	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.94	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.95	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.96	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.97	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.98	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.99	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.100	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.101	Mshatta	Mshatta	Jordan		palace	725	750	107	133
EA.CA.102	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.103	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.104	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.105	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.106	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.107	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.108	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.109	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.110	Great Mosque of Damascus	Damascus	Syria		mosque	706	715	87	96
EA.CA.111	Mosque of al-Aqsa	Jerusalem	Palestine	EMA.1969.1.i.fig.370	mosque	715	1218	97	614
EA.CA.112	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.8b	shrine	691	692	72	72
EA.CA.113	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.8b	shrine	691	692	72	72
EA.CA.114	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.28e	shrine	691	692	72	72
EA.CA.115	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.27e	shrine	691	692	72	72
EA.CA.116	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.11b	shrine	691	692	72	72
EA.CA.117	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.9b	shrine	691	692	72	72
EA.CA.118	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.28a	mosque	990	1013	380	403
EA.CA.119	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.29d	mosque	990	1013	380	403
EA.CA.120	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.29a	mosque	990	1013	380	403
EA.CA.121	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.30c	mosque	990	1013	380	403
EA.CA.122	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.31a	mosque	990	1013	380	403
EA.CA.123	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.31a	mosque	990	1013	380	403
EA.CA.124	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.32a	mosque	990	1013	380	403
EA.CA.125	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.32c	mosque	990	1013	380	403
EA.CA.126	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.24d	mosque	990	1013	380	403
EA.CA.127	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.31d	mosque	990	1013	380	403
EA.CA.128	Mosque of al-Hakim	Cairo	Egypt		mosque	990	1013	380	403
EA.CA.129	Mosque of al-Hakim	Cairo	Egypt		mosque	990	1013	380	403
EA.CA.130	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.28c (detail)	mosque	990	1013	380	403
EA.CA.131	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.28c (detail)	mosque	990	1013	380	403
EA.CA.132	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.25d	mosque	990	1013	380	403
EA.CA.133	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.18a	mosque	990	1013	380	403
EA.CA.134	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.24d	mosque	990	1013	380	403
EA.CA.135	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.28b	mosque	990	1013	380	403
EA.CA.136	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.29c	mosque	990	1013	380	403
EA.CA.137	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.30a	mosque	990	1013	380	403
EA.CA.138	Mosque of al-Hakim	Cairo	Egypt		mosque	990	1013	380	403
EA.CA.139	Mosque of al-Hakim	Cairo	Egypt		mosque	990	1013	380	403
EA.CA.140	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.6b	mosque	970	972	359	361
EA.CA.141	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.8a	mosque	970	972	359	361
EA.CA.142	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.8b	mosque	970	972	359	361
EA.CA.144	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.10b	mosque	970	972	359	361
EA.CA.146	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.12a	mosque	970	972	359	361
EA.CA.148	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.14b	mosque	970	972	359	361
EA.CA.149	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.9b	mosque	970	972	359	361
EA.CA.150	Mosque of al-Azhar	Cairo	Egypt	MAE.1952.1.pl.14a	mosque	970	972	359	361
EA.CA.151	Bab al-Nasr	Cairo	Egypt	MAE.1952.1.pl.54a	gateway	1087	1087	480	480
EA.CA.152	Bab al-Nasr	Cairo	Egypt	MAE.1952.1.pl.55a	gateway	1087	1087	480	480
EA.CA.153	Bab al-Nasr	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.154	Bab al-Nasr	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.155	Bab al-Nasr	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.156	Bab al-Nasr	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.157	North Wall	Cairo	Egypt	MAE.1952.1.pl.57a	city wall	1087	1087	480	480
EA.CA.158	North Wall	Cairo	Egypt	MAE.1952.1.pl.57a	city wall	1087	1087	480	480
EA.CA.159	North Wall	Cairo	Egypt	MAE.1952.1.pl.59a	city wall	1087	1087	480	480
EA.CA.160	North Wall	Cairo	Egypt	MAE.1952.1.pl.58c	city wall	1087	1087	480	480
EA.CA.161	North Wall	Cairo	Egypt	MAE.1952.1.pl.59b	city wall	1087	1087	480	480
EA.CA.162	North Wall	Cairo	Egypt		city wall	1087	1087	480	480
EA.CA.163	Bab al-Futuh	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.164	North Wall	Cairo	Egypt		city wall	1087	1087	480	480
EA.CA.165	Bab al-Futuh	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.166	Bab al-Futuh	Cairo	Egypt		gateway	1087	1087	480	480
EA.CA.167	Bab Zuwaila	Cairo	Egypt	MAE.1952.1.pl.72a	gateway	1092	1092	485	485
EA.CA.168	Bab Zuwaila	Cairo	Egypt		gateway	1092	1092	485	485
EA.CA.169	Bab Zuwaila	Cairo	Egypt		gateway	1092	1092	485	485
EA.CA.170	Bab Zuwaila	Cairo	Egypt		gateway	1092	1092	485	485
EA.CA.171	North Wall	Cairo	Egypt		city wall	1087	1087	480	480
EA.CA.172	North Wall	Cairo	Egypt		city wall	1087	1087	480	480
EA.CA.173	North Wall	Cairo	Egypt		city wall	1087	1087	480	480
EA.CA.174	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.31c	shrine	691	692	72	72
EA.CA.175	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.176	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.3c	shrine	691	692	72	72
EA.CA.177	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.3c	shrine	691	692	72	72
EA.CA.178	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.3a	shrine	691	692	72	72
EA.CA.179	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.4a	shrine	691	692	72	72
EA.CA.180	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.5b	shrine	691	692	72	72
EA.CA.181	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.11a	shrine	691	692	72	72
EA.CA.182	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.13	shrine	691	692	72	72
EA.CA.183	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.19	shrine	691	692	72	72
EA.CA.184	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.16	shrine	691	692	72	72
EA.CA.185	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.18a	shrine	691	692	72	72
EA.CA.186	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.18a	shrine	691	692	72	72
EA.CA.187	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.20a	shrine	691	692	72	72
EA.CA.188	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.15a	shrine	691	692	72	72
EA.CA.189	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.21a	shrine	691	692	72	72
EA.CA.190	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.22	shrine	691	692	72	72
EA.CA.191	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.20a	shrine	691	692	72	72
EA.CA.192	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.19	shrine	691	692	72	72
EA.CA.193	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.32a	shrine	691	692	72	72
EA.CA.194	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.36b	shrine	691	692	72	72
EA.CA.195	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.34a	shrine	691	692	72	72
EA.CA.196	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.36a	shrine	691	692	72	72
EA.CA.197	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.34b	shrine	691	692	72	72
EA.CA.198	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.36b	shrine	691	692	72	72
EA.CA.199	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.33a	shrine	691	692	72	72
EA.CA.200	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.31b	shrine	691	692	72	72
EA.CA.201	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.202	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.33d	shrine	691	692	72	72
EA.CA.203	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.17a	shrine	691	692	72	72
EA.CA.204	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.14a	shrine	691	692	72	72
EA.CA.205	Dome of the Rock	Jerusalem	Palestine	EMA.1969.1.i.pl.12a	shrine	691	692	72	72
EA.CA.206	Mshatta	Mshatta	Jordan	EMA.1969.1.ii.pl.114b	palace	725	750	107	133
EA.CA.207	Qasr al-Tuba	Qasr al-Tuba	Jordan	EMA.1969.1.ii.pl.137a	palace	725	750	107	133
EA.CA.208	Mshatta	Mshatta	Jordan	EMA.1969.1.ii.pl.114a	palace	725	750	107	133
EA.CA.209	Qasr al-Tuba	Qasr al-Tuba	Jordan	EMA.1969.1.ii.pl.138a	palace	725	750	107	133
EA.CA.210	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.211	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.212	Dome of the Rock	Jerusalem	Palestine		shrine	691	692	72	72
EA.CA.213	Mashhad al-Qibli (or Bilal)	Shillal	Egypt	MAE.1952.1.pl.45c	mosque, mashhad	1077	1082	469	474
EA.CA.214	Mashhad al-Qibli (or Bilal)	Shillal	Egypt	MAE.1952.1.pl.45a	mosque, mashhad	1077	1139	469	534
EA.CA.215	Qa`a al-Dardir	Cairo	Egypt	MAE.1952.1.pl.94c	qa`a	1150	1150	545	545
EA.CA.216	Mashhad al-Qibli (or Bilal)	Shillal	Egypt		mosque mashhad	1077	1139	469	534
EA.CA.217	Mausoleum of Muhammad al-Hasawati	Cairo	Egypt	MAE.1952.1.pls 88b and 120b	mausoleum	1150	1150	545	545
EA.CA.218	Mashhad of Yahya al-Shabihi	Cairo	Egypt	MAE.1952.1.pl.95a	mausoleum	1150	1150	545	545
EA.CA.219	Mausoleum of Ikhwat Yusuf	Cairo	Egypt	MAE.1952.1.pl.118a	mausoleum	1125	1150	519	545
EA.CA.220	Mausoleum of Ikhwat Yusuf	Cairo	Egypt	MAE.1952.1.pl.118a	mausoleum	1125	1150	519	545
EA.CA.222	Mosque of al-Hakim	Cairo	Egypt		mosque	990	1013	380	403
EA.CA.223	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.115b	mosque	990	1013	380	403
EA.CA.224	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.20a	mosque	990	1013	380	403
EA.CA.225	Mosque of al-Hakim	Cairo	Egypt	MAE.1952.1.pl.20a	mosque	990	1013	380	403
EA.CA.226	Qasr al-Hair al-Sharqi	Qasr al-Hair al-Sharqi	Syria		palace, caravanserai	700	729	80	111
EA.CA.227	Qasr al-Hair al-Sharqi	Qasr al-Hair al-Sharqi	Syria		palace, caravanserai	700	729	80	111
EA.CA.228	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.104a	mosque	1160	1160	555	555
EA.CA.229	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.104b	mosque	1160	1160	555	555
EA.CA.230	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.99b	mosque	1160	1160	555	555
EA.CA.231	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt		mosque	1160	1160	555	555
EA.CA.232	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.105c	mosque	1160	1160	555	555
EA.CA.233	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.99b	mosque	1160	1160	555	555
EA.CA.234	Mosque of al-Salih Tala&apos;i` (MIA, Cairo)	Cairo	Egypt	MAE.1952.1.pl.100a	mosque, architectural fragment	1160	1160	555	555
EA.CA.235	Mosque of al-Salih Tala&apos;i`	Cairo	Egypt	MAE.1952.1.pl.104b	mosque	1160	1160	555	555
EA.CA.236	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.237	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.238	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.239	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.240	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.241	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.242	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.243	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.244	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.245	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.247	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.248	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.249	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.250	Mosque of al-Azhar	Cairo	Egypt		mosque	970	972	359	361
EA.CA.251	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.252	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.253	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.254	Great Mosque of Qairawan	Qairawan	Tunisia		mosque, minbar	836	875	221	262
EA.CA.255	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.256	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.257	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.259	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.260	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.261	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.262	Great Mosque of Qairawan	Qairawan	Tunisia		mosque	836	875	221	262
EA.CA.263	Mosque of Muhammad ibn Khairun (Jami` Tleta Biban)	Qairawan	Tunisia		mosque	866	866	252	252
EA.CA.264	Great Mosque of Tunis (Jami` al-Zaituna)	Tunis	Tunisia		mosque	864	864	250	250
EA.CA.265	Great Mosque of Tunis (Jami` al-Zaituna)	Tunis	Tunisia		mosque	864	864	250	250
EA.CA.266	Great Mosque of Tunis (Jami` al-Zaituna)	Tunis	Tunisia		mosque	864	864	250	250
EA.CA.267	Great Mosque of Tunis (Jami` al-Zaituna)	Tunis	Tunisia		mosque	864	864	250	250
EA.CA.268	Great Mosque of Tunis (Jami` al-Zaituna)	Tunis	Tunisia		mosque	864	864	250	250
EA.CA.269	Great Mosque of Tunis (Jami` al-Zaituna)	Tunis	Tunisia		mosque	864	864	250	250
EA.CA.270	Great Mosque of Samarra (of al-Mutawakkil)	Samarra	Iraq		mosque	847	861	233	247
EA.CA.271	Aerial view	Samarra	Iraq		aerial view, mosque	0	0	0	0
