"ID","CON1","CON2"
1661,6093,6569
1662,6117,6141
1663,6122,6131
1664,6103,6560
1665,3297,5453
1666,5427,4080
1667,3975,4559
1668,5415,5427
1669,4080,5432
1670,5425,5430
1671,5762,4785
1672,4639,4640
1673,5760,3272
1674,5759,4635
1675,5761,4096
1676,4001,4562
1677,3263,5485
1678,1664,3673
1679,3699,1150
1680,4071,4072
1681,1706,1173
1682,3708,3680
1683,3708,3678
1684,3695,3680
1685,3695,3678
1686,4008,4012
1687,4012,3708
1688,1744,4009
1689,3390,3678
1690,4010,4121
1691,3637,3699
1692,1184,3629
1693,3678,1163
1694,3602,3375
1695,4377,1850
1696,4154,5307
1697,4416,3601
1698,3289,3667
1699,1797,3668
1700,3674,3675
1701,1849,4376
1702,3313,6610
1703,4374,1846
1704,6085,6088
1705,6088,3642
1706,5545,3631
1707,3619,5501
1708,3619,4448
1709,3619,4447
1710,3619,5546
1711,4380,1845
1712,4397,1845
1713,4383,1845
1714,1844,4366
1715,1844,4370
1716,3392,4358
1717,3365,4369
1718,3665,6090
1719,5586,3033
1720,6072,3646
1721,3033,6557
1722,3646,6632
1723,3646,6644
1724,5525,5563
1725,5563,3033
1726,5516,3033
1727,4665,3033
1728,4565,3033
1729,3605,3033
1730,3071,3033
1731,3385,5525
1732,3385,6051
1733,3385,5516
1734,3385,5586
1735,3385,6060
1736,3385,3605
1737,4667,4410
1738,4667,4411
1739,4675,4704
1740,4681,4704
1741,4677,4704
1742,4658,4704
1743,4678,4704
1744,4659,4704
1745,3313,4412
1746,3313,4725
1747,6556,3313
1748,4413,3313
1749,4437,3313
1750,4650,4101
1751,3692,3990
1752,3990,4015
1753,3679,4453
1754,4453,3692
1755,3698,4453
1756,3692,3396
1757,4015,4452
1758,4015,4086
1759,4086,3348
1760,4452,4494
1761,4094,4017
1762,4017,3375
1763,4010,4123
1764,4588,4588
1765,4590,4560
1766,3634,3633
1767,5087,4454
1768,5042,4454
1769,4460,4454
1770,4546,3212
1771,4352,1844
1772,3688,3920
1773,3994,4101
1774,4481,4460
1775,1154,3629
1776,3650,3389
1777,3654,4480
1778,3351,4094
1779,3369,3653
1780,4152,5309
1781,4152,5259
1782,3276,3989
1783,3276,3701
1784,1745,4008
1785,3396,4454
1786,5411,5411
1787,5411,5411
1788,3374,3396
1789,3669,3674
1790,5411,5411
1791,5411,5411
1792,5411,5470
1793,3987,4494
