find_id,within_context_id
31619,3661
31651,3665
32045,3704
34021,3902
34028,3902
34029,3902
34251,3925
34254,3925
34257,3925
35011,4001
39191,4419
39201,4420
39204,4420
39208,4420
39411,4441
39418,4441
39549,4454
39550,4454
39591,4459
39593,4459
39594,4459
39595,4459
39598,4459
40041,4504
40048,4504
40541,4554
40884,4588
41351,4635
41358,4635
43191,4819
43194,4819
43195,4819
43198,4819
43471,4847
43474,4847
43478,4847
43481,4848
43488,4848
34618,3961
40548,4554
40544,4554
40545,4554
40546,4554
40550,4554
34481,3948
34488,3948
41211,4621
41214,4621
41218,4621
6611,1161
6617,1161
6618,1161
4164,3611
4144,5880
4148,5880
4154,5880
4158,5880
4176,3629
4177,5880
4180,3629
4183,3629
4234,5411
4271,6586
4280,6586
4315,6498
4322,6586
4348,4360
4357,6474
4377,6498
4419,6075
4482,6075
4499,6498
4516,6474
6512,1151
34027,3902
4565,4170
12181,1718
12188,1718
12191,1719
12198,1719
28974,3397
31114,3611
31115,3611
31120,3611
31137,3613
31291,3629
31294,3629
39194,4419
39198,4419
41451,4645
41455,4645
48921,5392
48928,5392
49115,5411
49118,5411
49863,5486
49870,5486
53801,5880
53804,5880
53806,5880
53810,5880
55751,6075
55754,6075
55758,6075
55811,6081
55813,6081
55814,6081
55818,6081
55820,6081
59531,6453
59534,6453
59631,6463
59749,6474
59981,6498
59984,6498
59985,6498
59988,6498
60011,6501
60014,6501
60018,6501
60020,6501
60081,6508
60084,6508
60086,6508
60088,6508
60111,6511
60114,6511
60115,6511
60118,6511
60461,6546
60681,6568
60684,6568
60688,6568
60861,6586
60864,6586
60868,6586
60981,6598
60988,6598
61021,6602
61028,6602
61161,6616
61168,6616
61169,6616
61281,6628
61284,6628
61288,6628
9886,1488
25426,3042
33476,3847
28132,3313
31112,3611
39192,4419
41462,4646
