find_id,within_context_id
27954,3295
27955,3295
27958,3295
27960,3295
27991,3299
28011,3301
28014,3301
28018,3301
28020,3301
28031,3303
28033,3303
28034,3303
28035,3303
28037,3303
28041,3304
28044,3304
28046,3304
28051,3305
28071,3307
28081,3308
28084,3308
28088,3308
28090,3308
28111,3311
28114,3311
28121,3312
28123,3312
28131,3313
28134,3313
28137,3313
28138,3313
28161,3316
28163,3316
28164,3316
28166,3316
28171,3317
28174,3317
28175,3317
28181,3318
28201,3320
28204,3320
28221,3322
28224,3322
28241,3324
28243,3324
28244,3324
28245,3324
28246,3324
28248,3324
28250,3324
28254,3325
28261,3326
28281,3328
28284,3328
28288,3328
28291,3329
28298,3329
28301,3330
28304,3330
28305,3330
28308,3330
28310,3330
28431,3343
28434,3343
28435,3343
28440,3343
28461,3346
28464,3346
28466,3346
28468,3346
28470,3346
28471,3347
28476,3347
28478,3347
28501,3350
28504,3350
28511,3351
28514,3351
28515,3351
28518,3351
28520,3351
28531,3353
28534,3353
28538,3353
28601,3360
28604,3360
28605,3360
28651,3365
28653,3365
28654,3365
28655,3365
28657,3365
28658,3365
28660,3365
28671,3367
28674,3367
28675,3367
28676,3367
28678,3367
28681,3368
28691,3369
28694,3369
28721,3372
28724,3372
28741,3374
28743,3374
28744,3374
28745,3374
28746,3374
28747,3374
28748,3374
28750,3374
28751,3375
28761,3376
28821,3382
28828,3382
28831,3383
28838,3383
28841,3384
28843,3384
28844,3384
28850,3384
28861,3386
28891,3389
28911,3391
28913,3391
28914,3391
28916,3391
28920,3391
28921,3392
28923,3392
28924,3392
28925,3392
28928,3392
28951,3395
28953,3395
28954,3395
28958,3395
28960,3395
28961,3396
28964,3396
28966,3396
28968,3396
28981,3398
28988,3398
30151,3515
30154,3515
30158,3515
30160,3515
30211,3521
30214,3521
30215,3521
30218,3521
30331,3533
30333,3533
30334,3533
30335,3533
30338,3533
30340,3533
31011,3601
31014,3601
31018,3601
31020,3601
31031,3603
31034,3603
31035,3603
31037,3603
31038,3603
31051,3605
31081,3608
31091,3609
31098,3609
31111,3611
31113,3611
31121,3612
31128,3612
31130,3612
31131,3613
31134,3613
31138,3613
31191,3619
31193,3619
31194,3619
31198,3619
31200,3619
31221,3622
31224,3622
31226,3622
31231,3623
31234,3623
31331,3633
31334,3633
31336,3633
31338,3633
31341,3634
31344,3634
31345,3634
31346,3634
31350,3634
31479,3647
31491,3649
31541,3654
31544,3654
31548,3654
2012,3203
2013,2009
2022,1844
2025,1254
2039,3320
2040,3213
2042,3301
2079,3042
2080,3231
2123,1844
2130,3048
2136,3048
2155,3246
2166,3213
2169,1844
2170,3316
2173,1640
2179,1844
2190,1844
2193,3367
2194,1844
2197,1844
2198,1544
2202,1844
2204,1844
2205,1844
2206,1844
2207,3367
2211,3252
2212,3089
2213,3252
2214,3252
2217,3252
2219,3252
2220,3094
2225,1277
2228,1808
2233,1818
2235,3365
2237,3094
2249,3262
2257,1254
2258,3365
2261,3094
2263,3247
2264,1912
2269,1818
2271,3367
2277,3214
2284,3049
2289,3049
2304,3259
2313,3281
2315,3365
2316,3214
2317,3214
2319,1912
2324,1277
2325,3365
2331,3247
2332,3374
2343,3281
2344,2074
2348,3270
2353,3346
2355,2455
2368,3532
2371,3278
2377,3973
2378,3313
2380,3375
2382,2455
2389,3619
2391,3603
2393,3619
2402,3288
2421,3533
2422,3533
2426,3533
2437,3247
2438,3704
2447,3048
2452,1818
2453,3707
2454,3603
2455,3515
2466,3278
2486,3247
2501,3247
2487,3247
2484,3230
2508,3533
2477,3042
2490,3655
2535,3533
2547,3240
2548,3533
2549,3697
2552,3533
2553,3533
2554,3533
2556,3533
2560,2023
2563,3533
2568,3247
2573,3240
2574,3240
2575,3240
2576,3595
2579,3698
2587,3597
2589,3282
2595,3597
2598,3463
2613,3049
2614,1174
2615,3597
2617,1533
2634,3049
2635,3382
2639,3732
2642,3382
2650,3597
2655,3597
2658,3973
2659,3732
2660,3732
2686,3597
2689,3281
2691,3533
2692,3533
2713,3178
2721,3595
2727,3989
2740,3989
2745,3994
2747,3989
2752,3999
2754,3989
2756,1151
2760,3994
2763,3989
2766,3994
2767,3532
2772,3989
2773,1151
2776,3999
2783,3989
2785,3751
2786,3619
2793,3532
2795,3751
2796,3751
2801,3994
2805,3532
2806,3707
2815,3653
2824,3313
2825,3653
2828,4010
2829,3219
2831,3751
2832,3751
2846,3532
2856,3377
2859,3532
2860,3532
2866,2023
2877,3532
2882,3532
2883,3532
827,1296
30321,3532
30323,3532
30324,3532
30325,3232
30326,3532
30328,3532
30329,3532
30330,3532
30941,3594
30944,3594
30951,3595
30953,3595
30594,3595
30955,3595
30956,3595
30958,3595
30971,3597
30973,3597
30974,3597
30975,3597
30976,3597
30978,3597
30980,3597
31241,3624
31243,3624
31244,3624
31333,3633
31340,3633
31368,3636
31371,3637
31391,3639
31394,3639
31398,3639
31493,3649
31531,3653
31533,3653
31534,3653
31538,3653
31540,3653
31551,3655
31554,3655
31591,3659
31594,3659
31641,3664
31644,3664
31645,3664
31647,3664
31648,3664
31691,3669
31694,3669
31695,3669
31698,3669
31741,3674
31744,3674
31745,3674
31747,3674
31748,3674
31781,3678
31783,3678
31784,3678
31786,3678
31791,3679
31793,3679
31794,3679
31800,3679
31831,3683
31838,3683
31839,3683
31841,3684
31844,3684
31848,3684
31861,3686
31868,3686
31881,3688
31888,3688
31981,3698
31984,3698
31985,3698
31986,3698
31988,3698
32011,3701
32014,3701
32015,3701
32051,3705
32053,3705
32055,3705
32071,3707
32073,3707
32074,3707
32078,3707
32080,3707
32091,3709
32093,3709
32094,3709
32096,3709
32097,3709
32098,3709
32321,3732
32324,3732
32325,3732
32326,3732
32328,3732
32329,3732
32511,3751
32513,3751
32514,3751
32515,3751
32516,3751
32518,3751
33001,3800
33471,3847
33474,3847
33478,3847
34011,3901
34051,3905
34054,3905
34058,3905
34081,3908
34088,3908
34461,3946
34464,3946
34468,3946
34651,3965
34658,3965
34731,3973
34738,3973
34791,3979
34794,3979
34798,3979
34799,3979
34891,3989
34894,3989
34895,3989
34898,3989
34901,3990
34904,3990
34908,3990
34941,3994
34944,3994
34945,3994
34946,3994
34948,3994
34949,3994
34950,3994
34991,3999
34993,3999
34998,3999
35101,4010
35104,4010
35108,4010
35151,4015
35157,4015
35711,4071
35715,4071
35720,4071
35851,4085
35861,4086
35864,4086
35868,4086
35951,4095
35959,4095
36011,4101
36013,4101
36014,4101
36018,4101
36171,4117
36179,4117
2924,3375
2928,3178
2942,3680
2949,4101
2952,3392
2953,3049
2957,4151
2959,3392
2961,3601
2926,3678
2958,3221
2964,3812
2965,4111
2967,3396
2974,3049
2975,4152
2977,4085
2980,3392
2983,3049
2984,3049
2985,4150
2995,3313
2998,3396
2999,4170
3001,4169
3002,4111
3005,3392
3006,3396
3008,3396
3011,4130
3017,3313
3018,3313
3021,4563
3022,1844
3024,4560
3025,3396
3029,4179
3031,4179
3037,4188
3040,1844
3042,4153
3044,1844
3048,3396
3049,1844
3050,4560
3055,1844
3068,3396
3069,1844
3075,4225
3076,1844
3077,3396
3079,4225
3082,4354
3083,1746
3084,2083
3085,3396
3086,4152
3094,4152
3095,4152
3096,4152
3098,4578
3110,4589
3112,4152
3113,4152
3131,3396
3133,1150
3140,1160
3142,1151
3145,4560
3154,4152
3155,4152
3156,1844
3164,4152
3165,3396
3167,3396
3169,4152
3170,4385
3173,4152
3175,4818
3177,4152
3179,4386
3219,1163
3220,1163
3229,1161
3230,3230
3253,1163
3256,4170
3260,4170
3264,4637
36501,4150
36505,4150
36508,4150
36511,4151
5154,1015
5188,1018
5241,1024
5245,1024
5248,1024
6504,1150
6525,1152
6578,1157
6581,1158
6588,1158
6601,1160
6604,1160
6608,1160
6621,1162
6631,1163
6634,1163
6638,1163
6641,1164
6643,1164
6644,1164
6648,1164
10831,1583
10834,1583
10838,1583
12151,1715
12154,1715
12461,1746
12464,1746
12468,1746
12469,1746
13461,1846
13464,1846
13468,1846
15041,2004
15044,2004
15221,2022
15224,2022
15228,2022
15235,2023
15237,2023
15238,2023
15831,2083
15838,2083
16241,2124
16244,2124
16251,2125
16254,2125
16258,2125
26781,3178
26783,3178
26784,3178
26785,3178
26788,3178
27214,3221
27217,3221
27218,3221
27601,3260
27608,3260
27631,3263
27634,3263
27821,3282
27828,3282
28135,3313
28698,3369
28700,3369
28754,3375
28755,3375
28758,3375
28791,3379
28794,3379
28901,3390
28904,3390
28906,3390
28908,3390
28963,3396
28965,3396
28967,3396
28970,3396
31611,3661
31614,3661
31788,3678
31790,3678
31801,3680
31804,3680
31808,3680
36513,4151
36514,4151
36515,4151
36518,4151
36521,4152
36523,4152
36524,4152
36525,4152
36526,4152
36528,4152
36531,4153
36534,4153
36538,4153
36671,4167
36674,4167
36678,4167
36691,4169
36694,4169
36701,4170
36704,4170
36705,4170
36706,4170
36708,4170
36709,4170
36710,4170
36741,4174
36745,4174
36748,4174
36791,4179
36793,4179
36794,4179
36798,4179
36800,4179
36841,4184
36861,4186
36863,4186
36864,4186
36868,4186
36881,4188
36884,4188
36885,4188
36888,4188
36890,4188
36891,4189
36911,4191
36914,4191
36918,4191
36971,4197
36973,4197
36981,4198
37111,4211
37116,4211
37151,4215
3288,4081
3292,4386
3295,3033
3297,3396
3309,5401
3320,3320
3338,4081
3340,5401
3343,4772
3361,4772
3363,3313
3365,4772
3379,5422
3381,3385
3382,4087
3384,4409
3385,4170
3393,4854
3397,4096
3409,5412
3418,5412
3439,4424
3449,5412
3457,3257
3482,5825
3484,4170
3485,3619
3486,4646
3493,5825
3495,3619
3496,5307
3499,1845
3500,3619
3502,5307
3506,5305
3512,5427
3513,5305
3515,5415
3521,5275
3524,5305
3528,5332
3541,5339
3543,3313
3554,5335
3581,5360
3593,5340
3601,5340
3602,5525
3616,5339
3628,5427
3635,5427
3648,5340
3653,5332
3655,5427
3667,5392
3670,5383
3679,5519
3682,5383
3691,5395
3696,5427
3697,5427
3717,3646
3729,3925
3740,3033
3758,3925
3764,5770
3766,5770
3777,3925
3778,5770
3779,5467
3783,5479
3790,5770
3793,5770
3795,6060
3796,5770
3812,5804
3815,3033
3817,3902
3827,3033
3829,3033
3831,4847
3836,4847
3843,5795
3854,6083
3855,4420
3875,6454
3879,6093
3880,6093
3883,6103
3890,6461
3908,6084
3913,3646
3919,6454
3922,6093
3925,6454
3928,6454
3932,6093
3933,3646
3939,5933
3946,6454
3948,6084
3953,6084
3962,6135
3963,3646
3964,6454
3967,6148
3968,5556
3969,5556
3975,3033
3976,4848
3978,6558
3981,6573
3985,6573
3999,6467
4003,5446
4017,3646
4018,4454
4019,6027
36301,4130
36308,4130
37431,4243
37438,4243
3129,4758
2963,3049
2990,3396
38541,4354
38544,4354
38851,4385
38854,4385
38861,4386
38864,4386
38868,4386
38870,4386
39091,4409
39521,4452
39528,4452
39531,4453
39541,4454
39544,4454
39545,4454
39546,4454
39548,4454
39811,4481
39818,4481
39941,4494
39944,4494
40511,4551
40521,4552
40524,4552
40525,4552
40528,4552
40561,4556
40565,4556
40571,4557
40591,4559
40598,4559
40601,4560
40604,4560
40605,4560
40608,4560
40611,4561
40614,4561
40615,4561
40631,4563
40634,4563
40641,4564
40644,4564
40671,4567
40674,4567
40678,4567
40761,4576
40764,4576
40768,4576
40771,4577
40774,4577
40781,4578
40784,4578
40788,4578
40791,4579
40798,4579
40831,4583
40838,4583
40844,4584
40841,4584
40848,4584
40850,4584
40881,4588
40885,4588
40886,4588
40888,4588
40891,4589
40921,4592
40924,4592
40927,4592
40928,4592
40938,4593
40941,4594
40944,4594
40948,4594
40950,4594
40981,4598
40985,4598
40991,4599
40994,4599
41011,4601
41017,4601
41021,4602
41054,4605
41061,4606
41068,4606
41121,4612
41124,4612
41128,4612
41131,4613
41138,4613
41161,4616
41168,4616
44201,4620
44204,4620
44205,4620
41371,4637
41378,4637
41461,4646
41468,4646
41561,4656
41571,4657
41721,4672
41724,4672
41728,4672
41731,4673
41791,4679
41798,4679
41821,4682
41824,4682
42251,4725
42254,4725
42255,4725
42258,4725
42581,4758
42583,4758
42584,4758
42585,4758
42588,4758
42711,4771
42714,4771
42721,4772
42728,4772
42741,4774
42744,4774
42748,4774
42749,4774
42781,4778
42811,4781
42814,4781
42818,4781
43061,4806
43065,4806
43068,4806
43111,4811
43114,4811
43118,4811
43120,4811
43181,4818
43188,4818
43211,4821
43581,4858
43701,4870
43705,4870
32041,3704
32044,3704
32048,3704
33021,3802
33023,3802
33024,3802
33025,3802
33041,3804
33043,3804
33044,3804
33045,3804
33048,3804
33121,3812
33123,3812
33124,3812
33126,3812
33128,3812
33475,3847
34734,3973
35015,4001
35154,4015
35794,4079
35991,4099
35998,4099
36111,4111
36113,4111
36114,4111
36115,4111
36116,4111
36118,4111
36121,4112
36123,4112
36124,4112
36125,4112
36128,4112
36178,4117
36211,4121
36214,4121
36231,4123
36234,4123
36238,4123
36281,4128
36284,4128
36288,4128
36290,4128
36303,4130
36305,4130
36310,4130
37221,4222
37224,4222
37228,4222
37251,4225
37254,4225
37255,4225
37258,4225
28969,3396
39098,4409
15834,2083
15837,2083
27578,3257
27844,3284
27848,3284
27974,3297
27978,3297
28854,3385
28855,3385
28858,3385
28859,3385
31015,3601
31195,3619
31197,3619
31595,3659
31598,3659
32007,3700
32008,3700
35078,4007
35807,4080
35808,4080
35814,4081
35815,4081
36703,4170
37128,4212
39008,4400
39010,4400
39094,4409
39099,4409
39100,4409
39238,4423
39244,4424
39248,4424
39308,4430
39441,4444
39451,4445
39458,4445
40811,4581
40818,4581
40971,4597
40975,4597
40980,4597
41361,4636
41364,4636
41368,4636
41464,4646
41491,4649
41497,4649
41499,4649
41568,4656
41564,4656
41794,4679
42371,4737
42723,4772
42724,4772
42726,4772
42730,4772
43541,4854
43545,4854
43548,4854
47314,2004
47658,5265
47751,5275
47754,5275
47755,5275
47758,5275
47760,5275
47981,5298
48051,5305
48054,5305
48055,5305
48058,5305
48059,5305
48060,5305
48071,5307
48074,5307
48075,5307
48131,5313
48134,5313
48135,5313
48138,5313
48140,5313
48321,5332
48325,5332
48328,5332
48329,5332
48351,5335
48354,5335
48355,5335
48357,5335
48358,5335
48360,5335
48401,5340
48404,5340
48408,5340
48409,5340
48601,5360
48604,5360
48605,5360
48608,5360
49011,5401
49013,5401
49014,5401
49015,5401
49018,5401
49020,5401
49121,5412
49124,5412
49125,5412
49130,5412
49151,5415
49154,5415
49158,5415
49211,5421
49231,5423
49234,5423
49235,5423
49271,5427
49274,5427
49278,5427
49281,5428
49284,5428
49288,5428
49290,5428
49321,5432
49421,5442
49424,5442
49428,5442
49611,5461
49618,5461
49851,5485
49854,5485
49858,5485
49861,5486
49868,5486
50161,5516
50199,5519
50258,5525
50301,5530
50304,5530
50511,5551
50631,5563
4023,3646
4027,5926
4028,3646
4031,3646
4036,3646
4039,4454
4041,5858
4043,4459
4044,4454
4045,5585
4046,4454
4053,4454
4054,6623
4057,3646
4058,5770
4060,5770
4061,5770
4062,3263
4064,4454
4065,1846
4069,4454
4071,4152
4077,6637
4082,3263
4085,4454
4086,4454
4089,3263
4094,5445
4095,6519
4096,3902
53041,5804
53048,5804
53181,5818
53183,5818
53251,5825
53421,5842
53431,5843
53461,5846
53468,5846
53581,5858
53583,5858
53584,5858
53585,5858
53587,5858
53588,5858
53589,5858
53590,5858
43619,5861
53701,5870
53703,5870
53704,5870
53705,5870
53708,5870
53709,5870
53710,5870
53721,5872
53723,5872
53724,5872
53725,5872
53728,5872
53729,5872
53730,5872
53808,5880
53809,5880
53891,5889
53895,5889
53898,5889
54161,5916
54181,5918
54184,5918
54185,5918
54188,5918
54331,5933
54334,5933
54338,5933
54339,5933
54551,5955
54554,5955
55281,6028
55284,6028
55285,6028
55308,6030
50851,5585
50854,5585
50855,5585
50858,5585
50861,5586
50864,5586
50865,5586
50868,5586
50894,5589
50898,5589
50899,5589
52681,5768
52688,5768
52701,5770
52704,5770
52705,5770
52708,5770
52709,5770
52771,5777
52774,5777
52778,5777
52841,5784
52848,5784
52851,5785
52855,5785
52861,5786
52864,5786
52868,5786
52951,5795
52958,5795
52959,5795
52974,5797
52978,5797
52979,5797
55511,6051
55561,6056
55563,6056
55564,6056
55568,6056
55604,6060
55611,6061
55614,6061
55624,6062
55628,6062
55629,6062
55631,6063
55638,6063
55741,6074
55748,6074
55771,6077
55778,6077
55831,6083
55838,6083
55839,6083
55841,6084
55846,6084
55848,6084
55851,6085
55911,6091
55921,6092
55931,6093
55934,6093
55935,6093
55938,6093
55981,6098
56091,6109
56098,6109
56171,6117
56178,6117
56271,6127
56278,6127
56301,6130
56304,6130
56308,6130
56311,6131
56318,6131
56319,6131
56351,6135
56354,6135
56355,6135
56358,6135
56461,6146
56464,6146
56491,6149
56481,6148
56483,6148
56484,6148
56489,6148
56493,6149
56494,6149
56498,6149
56499,6149
59541,6454
59544,6454
59548,6454
59611,6461
59615,6461
59616,6461
59621,6462
59624,6462
59628,6462
59671,6467
59674,6467
59675,6467
59678,6467
59679,6467
59741,6474
59744,6474
59748,6474
59761,6476
59764,6476
59768,6476
59831,6483
59839,6483
59881,6488
59884,6488
59888,6488
59951,6495
59954,6495
59958,6495
59961,6496
59964,6496
59965,6496
60071,6507
60074,6507
60078,6507
60091,6509
60098,6509
60151,6515
60154,6515
60158,6515
60191,6519
60194,6519
60195,6519
60198,6519
60201,6520
60208,6520
60588,6558
60601,6560
60758,6575
60851,6585
60901,6590
60908,6590
60931,6593
60933,6593
60934,6593
60938,6593
60939,6593
60940,6593
60941,6594
60948,6594
60951,6595
60954,6595
60958,6595
60961,6596
60964,6596
60968,6596
60969,6596
60970,6596
61061,6606
61064,6606
61071,6607
61074,6607
61184,6618
61189,6618
61234,6623
61238,6623
61239,6623
61371,6637
61373,6637
61374,6637
61378,6637
61379,6637
61451,6645
61454,6645
61458,6645
53611,5861
53618,5861
53619,5861
4108,3669
3654,5411
3748,5804
3799,5392
3467,4646
3848,6084
3483,4441
3874,4605
3889,6461
3958,4504
3987,4848
4093,4001
49111,5411
49471,5447
49474,5447
49475,5447
49478,5447
49480,5447
49654,5465
49691,5469
49791,5479
49798,5479
49864,5486
49971,5497
49974,5497
49991,5499
49994,5499
49998,5499
50561,5556
50564,5556
50568,5556
12178,1717
12328,1732
14754,1975
25338,3033
27604,3260
27610,3260
27635,3263
27638,3263
31311,3631
31313,3631
31314,3631
31315,3631
31318,3631
31461,3646
31464,3646
31465,3646
31468,3646
31610,3661
31618,3661
