"ID","REC_TYPE","FNO","D_DATA","D_DIAM","D_LENGTH","D_WIDTH","D_THICK","D_HEIGHT","D_WEIGHT","D_AREA","D_VOLUME"
588,"SF",2689,"Primary",0,68,32,5,0,0,0,0
589,"SF",2691,"Primary",0,21,15,2,0,0,0,0
590,"SF",2692,"Primary",0,90,12,5,0,0,0,0
591,"SF",2595,,0,30,0,6,0,0,0,0
592,"SF",2727,"Primary",0,38,18,0,0,0,0,0
593,"SF",2740,"Primary",28,0,0,3,0,9,0,0
594,"SF",2745,"Primary",18,0,0,0,0,0,0,0
595,"SF",2747,"Primary",0,11,0,0,0,0,0,0
596,"SF",746,,0,22,11,0,0,0,0,0
597,"SF",3790,,0,34,22,0,0,0,0,0
598,"SF",2754,"Primary",0,22,18,3,0,0,0,0
599,"SF",2756,"Primary",0,55,0,0,0,0,0,0
600,"SF",2760,"Primary",0,32,15,0,0,0,0,0
601,"SF",2763,"Bone",0,58,20,0,0,0,0,0
602,"SF",2763,"Cu Al fragment",0,30,7,0,0,0,0,0
603,"SF",2766,"Largest",0,17,10,5,0,0,0,0
604,"SF",3493,,15,0,11,0,0,0,0,0
605,"SF",2772,"Primary",0,9,0,0,0,0,0,0
606,"SF",2773,"Primary",0,33,19,3,0,0,0,0
607,"SF",2776,"Primary",28,0,0,0,0,0,0,0
608,"SF",2783,"Primary",0,26,0,5,0,0,0,0
609,"SF",2785,"Primary",25,0,0,12,0,0,0,0
610,"SF",2786,"2002",0,78,26,0,0,0,0,0
611,"SF",2793,"Primary",0,47,0,0,0,0,0,0
612,"SF",2795,"Primary",0,85,22,11,0,0,0,0
613,"SF",2796,"D. of hole",9,0,0,0,0,0,0,0
614,"SF",2801,"Primary",0,67,45,3,0,0,0,0
615,"SF",2548,,0,48,0,0,0,0,0,0
616,"SF",2806,"Primary",0,33,14,11,0,0,0,0
617,"SF",2815,"Primary",16,0,12,0,0,0,0,0
618,"SF",3543,,0,49,0,0,0,0,0,0
619,"SF",2825,"Primary",0,104,24,17,0,0,0,0
620,"SF",2828,"Fragment 1",3,107,0,0,0,0,0,0
621,"SF",2828,"Fragment 2",0,41,0,0,0,0,0,0
622,"SF",2829,"Primary",0,10,9,6,0,0,0,0
623,"SF",2831,"Primary",0,56,0,8,0,0,0,0
624,"SF",2832,"Primary",0,104,35,10,0,0,0,0
625,"SF",2846,"Primary",18,0,0,1,0,2,0,0
626,"SF",2856,"Primary",0,19,0,0,0,0,0,0
